1.762889509999999993e-02,1.000000009999999911e-01,1.063737179999999991e-02
2.437044309999999991e-02,1.000000009999999911e-01,9.664900599999999911e-03
1.525724959999999984e-02,1.000000009999999911e-01,1.356850659999999861e-02
1.698392630000000042e-02,1.000000009999999911e-01,1.401856909999999942e-02
1.432698310000000107e-02,1.000000009999999911e-01,1.672499629999999946e-02
1.556770780000000035e-02,1.000000009999999911e-01,1.937428120000000281e-02
1.360547639999999843e-02,1.000000009999999911e-01,2.223644589999999865e-02
2.473422330000000016e-02,1.000000009999999911e-01,1.702673919999999827e-02
1.315649879999999938e-02,1.000000009999999911e-01,2.489502730000000066e-02
2.204161509999999838e-02,1.000000009999999911e-01,2.174449709999999938e-02
1.349923570000000073e-02,1.000000009999999911e-01,2.770847640000000112e-02
2.181197330000000240e-02,1.000000009999999911e-01,2.584836259999999733e-02
1.333529870000000131e-02,1.000000009999999911e-01,3.075712170000000079e-02
2.103000879999999961e-02,1.000000009999999911e-01,2.983647769999999907e-02
1.344380810000000114e-02,1.000000009999999911e-01,3.367302190000000250e-02
1.544574739999999939e-02,1.000000009999999911e-01,3.602797540000000215e-02
1.246790399999999840e-02,1.000000009999999911e-01,3.911641240000000158e-02
1.684750059999999897e-02,1.000000009999999911e-01,4.226842150000000714e-02
1.198450759999999948e-02,1.000000009999999911e-01,5.638789760000000040e-02
1.156804430000000009e-02,1.000000009999999911e-01,4.294154050000000000e-02
1.751759090000000116e-02,1.000000009999999911e-01,3.441747729999999894e-01
2.130834569999999831e-02,1.000000009999999911e-01,3.495295939999999990e-01
2.251917869999999974e-02,1.000000009999999911e-01,3.512412310000000426e-01
4.139042650000000073e-02,1.000000009999999911e-01,3.408164379999999438e-01
4.395461450000000270e-02,1.000000009999999911e-01,3.440254329999999916e-01
3.249024229999999958e-02,1.000000009999999911e-01,3.462316990000000039e-01
2.045870389999999983e-02,1.000000009999999911e-01,3.537929949999999990e-01
6.243893879999999619e-02,1.000000009999999911e-01,3.397739229999999777e-01
1.911525990000000064e-02,1.000000009999999911e-01,3.556067050000000229e-01
9.647359699999999427e-02,1.000000009999999911e-01,3.349183800000000155e-01
2.079212669999999999e-02,1.000000009999999911e-01,3.564958870000000113e-01
5.117118730000000393e-02,1.000000009999999911e-01,3.458101149999999735e-01
3.371902930000000159e-02,1.000000009999999911e-01,3.488323389999999913e-01
1.194148730000000047e-01,1.000000009999999911e-01,3.455386160000000206e-01
4.182773830000000026e-02,1.000000009999999911e-01,3.477478920000000029e-01
1.023953709999999989e-01,1.000000009999999911e-01,3.402173520000000284e-01
3.171709920000000127e-02,1.000000009999999911e-01,3.537574410000000058e-01
7.885838300000000411e-02,1.000000009999999911e-01,3.358261879999999699e-01
7.914999129999999994e-02,1.000000009999999911e-01,3.395997579999999738e-01
1.161837059999999977e-01,1.000000009999999911e-01,3.478952939999999661e-01
9.305220840000000271e-02,1.000000009999999911e-01,3.383391199999999932e-01
8.847811070000000111e-02,1.000000009999999911e-01,3.359281720000000249e-01
8.823785189999999723e-02,1.000000009999999911e-01,3.465525810000000262e-01
1.100158019999999959e-01,1.000000009999999911e-01,3.414046760000000180e-01
1.090475469999999947e-01,1.000000009999999911e-01,3.451780679999999490e-01
1.144897859999999962e-01,1.000000009999999911e-01,3.557791110000000367e-01
1.047889290000000029e-01,1.000000009999999911e-01,3.488081690000000012e-01
1.085598539999999973e-01,1.000000009999999911e-01,3.594588039999999651e-01
9.836858510000000277e-02,1.000000009999999911e-01,3.504761760000000281e-01
1.141810790000000048e-01,1.000000009999999911e-01,3.522759679999999949e-01
9.266410020000000192e-02,1.000000009999999911e-01,3.529405589999999870e-01
1.061087919999999934e-01,1.000000009999999911e-01,3.540935220000000494e-01
8.952436599999999411e-02,1.000000009999999911e-01,3.552867170000000296e-01
1.003886160000000000e-01,1.000000009999999911e-01,3.607604799999999945e-01
7.633860409999999874e-02,1.000000009999999911e-01,3.574644029999999861e-01
9.931936119999999757e-02,1.000000009999999911e-01,3.575937750000000026e-01
7.405660299999999863e-02,1.000000009999999911e-01,3.597757820000000439e-01
1.107223630000000042e-01,1.000000009999999911e-01,3.512871559999999893e-01
7.276209440000000472e-02,1.000000009999999911e-01,3.627147970000000332e-01
9.634350240000000287e-02,1.000000009999999911e-01,3.552339079999999871e-01
7.385155559999999342e-02,1.000000009999999911e-01,3.645520810000000278e-01
1.033571740000000100e-01,1.000000009999999911e-01,3.549277189999999749e-01
7.049573209999999979e-02,1.000000009999999911e-01,3.698441089999999765e-01
8.473893250000000266e-02,1.000000009999999911e-01,3.591689170000000320e-01
6.565014269999999708e-02,1.000000009999999911e-01,3.711988929999999742e-01
7.979672399999999943e-02,1.000000009999999911e-01,3.640026749999999978e-01
6.403448429999999969e-02,1.000000009999999911e-01,3.735718429999999590e-01
8.253344149999999879e-02,1.000000009999999911e-01,3.641205729999999474e-01
6.285422300000000073e-02,1.000000009999999911e-01,3.757116200000000239e-01
7.969826459999999890e-02,1.000000009999999911e-01,3.679906729999999904e-01
5.705675860000000016e-02,1.000000009999999911e-01,3.780104520000000523e-01
7.302442189999999722e-02,1.000000009999999911e-01,3.730683620000000422e-01
4.929540309999999592e-02,1.000000009999999911e-01,3.801621499999999765e-01
6.629222629999999283e-02,1.000000009999999911e-01,3.773801920000000032e-01
4.099014399999999919e-02,1.000000009999999911e-01,3.784029190000000042e-01
4.649439080000000030e-02,1.000000009999999911e-01,3.824195270000000368e-01
3.565175460000000185e-02,1.000000009999999911e-01,3.783777649999999770e-01
4.502643639999999448e-02,1.000000009999999911e-01,3.816363510000000403e-01
5.029418320000000192e-02,1.000000009999999911e-01,3.710196320000000436e-01
3.439715499999999870e-02,1.000000009999999911e-01,3.817734720000000026e-01
4.213192690000000518e-02,1.000000009999999911e-01,3.720194099999999948e-01
3.254344309999999962e-02,1.000000009999999911e-01,3.862254320000000352e-01
3.670527789999999957e-02,1.000000009999999911e-01,3.744119110000000417e-01
2.827710660000000084e-02,1.000000009999999911e-01,3.838453289999999574e-01
2.967705389999999999e-02,1.000000009999999911e-01,3.760671020000000420e-01
5.688938129999999982e-02,1.000000009999999911e-01,3.813465239999999645e-01
2.432447490000000379e-02,1.000000009999999911e-01,3.866381349999999939e-01
3.759694100000000178e-02,1.000000009999999911e-01,3.860923649999999929e-01
2.474598960000000056e-02,1.000000009999999911e-01,3.921719189999999799e-01
4.898239669999999990e-02,1.000000009999999911e-01,3.855544629999999584e-01
